customer_id,trans_date,tran_amount,year
CS2263,2013-01-05,96,2013
CS2721,2013-09-21,88,2013
CS2287,2013-03-21,59,2013
CS2528,2013-04-16,102,2013
CS1257,2013-03-11,89,2013
CS5050,2013-11-02,97,2013
CS2148,2013-08-20,97,2013
CS2699,2013-11-23,64,2013
CS6005,2013-02-16,52,2013
CS2934,2013-04-11,77,2013
CS4665,2013-12-27,68,2013
CS3708,2013-11-19,77,2013
CS3359,2013-03-13,39,2013
CS4224,2013-05-12,80,2013
CS3080,2013-03-27,65,2013
CS4282,2013-09-28,58,2013
CS3595,2013-02-17,81,2013
CS3683,2013-09-14,38,2013
CS5057,2013-12-04,90,2013
CS2384,2013-08-03,69,2013
CS3810,2013-08-21,71,2013
CS1683,2013-08-22,82,2013
CS1396,2013-03-15,53,2013
CS3281,2013-09-07,53,2013
CS5721,2013-03-27,97,2013
CS1826,2013-04-15,95,2013
CS4578,2013-09-05,98,2013
CS1948,2013-03-05,94,2013
CS3930,2013-06-09,41,2013
CS2232,2013-01-20,97,2013
CS4054,2013-06-12,80,2013
CS1938,2013-07-04,53,2013
CS4587,2013-05-19,46,2013
CS1583,2013-09-16,84,2013
CS2615,2013-04-29,98,2013
CS1820,2013-10-17,94,2013
CS5131,2013-04-06,91,2013
CS5620,2013-06-08,55,2013
CS4654,2013-07-16,48,2013
CS2687,2013-12-22,81,2013
CS2356,2013-06-05,47,2013
CS2311,2013-12-14,38,2013
CS1749,2013-02-25,64,2013
CS5709,2013-06-06,55,2013
CS4388,2013-10-21,67,2013
CS1959,2013-08-20,96,2013
CS5919,2013-03-05,55,2013
CS4782,2013-04-24,84,2013
CS1523,2013-11-24,100,2013
CS5275,2013-11-04,48,2013
CS4653,2013-02-14,44,2013
CS5415,2013-12-10,95,2013
CS3782,2013-07-04,46,2013
CS2269,2013-12-05,36,2013
CS4086,2013-03-23,43,2013
CS2685,2013-10-30,96,2013
CS2897,2013-08-06,81,2013
CS5482,2013-11-14,68,2013
CS4425,2013-11-16,68,2013
CS1123,2013-10-21,46,2013
CS5630,2013-06-19,68,2013
CS5387,2013-12-15,77,2013
CS1900,2013-09-14,41,2013
CS2998,2013-02-08,47,2013
CS6034,2013-01-04,71,2013
CS4067,2013-10-01,90,2013
CS3476,2013-10-13,64,2013
CS5157,2013-05-11,96,2013
CS5444,2013-11-03,72,2013
CS3729,2013-09-11,43,2013
CS5779,2013-05-13,93,2013
CS3847,2013-01-29,69,2013
CS5992,2013-03-18,71,2013
CS5643,2013-07-23,66,2013
CS5779,2013-09-03,83,2013
CS3469,2013-07-18,90,2013
CS2250,2013-09-22,42,2013
CS3346,2013-02-09,102,2013
CS1825,2013-06-06,101,2013
CS3205,2013-06-25,100,2013
CS2789,2013-03-04,36,2013
CS2793,2013-08-31,69,2013
CS2277,2013-03-10,54,2013
CS5730,2013-09-27,82,2013
CS2401,2013-04-10,38,2013
CS4692,2013-11-28,72,2013
CS1811,2013-04-13,53,2013
CS2881,2013-05-13,69,2013
CS5807,2013-04-03,91,2013
CS2988,2013-04-12,67,2013
CS1402,2013-01-23,97,2013
CS3504,2013-06-12,71,2013
CS5640,2013-11-19,48,2013
CS1436,2013-12-28,105,2013
CS4485,2013-12-28,40,2013
CS5097,2013-02-03,39,2013
CS1659,2013-06-08,39,2013
CS2142,2013-08-05,85,2013
CS1467,2013-05-26,44,2013
CS6068,2013-06-19,49,2013
CS4187,2013-11-04,90,2013
CS3041,2013-05-01,59,2013
CS1170,2013-03-26,44,2013
CS2258,2013-10-12,41,2013
CS4869,2013-10-11,41,2013
CS1635,2013-06-28,68,2013
CS1967,2013-04-25,55,2013
CS5525,2013-09-27,83,2013
CS5424,2013-06-04,80,2013
CS1954,2013-02-24,46,2013
CS4362,2013-03-06,35,2013
CS5779,2013-09-20,44,2013
CS2328,2013-05-05,56,2013
CS2363,2013-06-01,41,2013
CS5633,2013-11-19,58,2013
CS5891,2013-07-31,86,2013
CS2209,2013-05-06,63,2013
CS5813,2013-04-22,87,2013
CS2947,2013-08-31,88,2013
CS4172,2013-02-01,84,2013
CS2470,2013-05-26,79,2013
CS5350,2013-05-29,51,2013
CS4731,2013-04-07,52,2013
CS1836,2013-06-05,88,2013
CS4276,2013-08-23,65,2013
CS4064,2013-03-26,66,2013
CS2526,2013-05-06,50,2013
CS1881,2013-03-08,71,2013
CS5635,2013-10-03,48,2013
CS1836,2013-09-17,92,2013
CS2327,2013-01-09,87,2013
CS1443,2013-03-12,98,2013
CS3523,2013-09-01,56,2013
CS3705,2013-08-28,93,2013
CS2027,2013-02-26,52,2013
CS1723,2013-04-30,105,2013
CS4146,2013-04-07,74,2013
CS4224,2013-07-22,46,2013
CS4584,2013-10-22,64,2013
CS3124,2013-12-05,89,2013
CS5009,2013-05-22,92,2013
CS2741,2013-05-31,44,2013
CS1257,2013-11-02,75,2013
CS3868,2013-06-11,39,2013
CS4463,2013-07-02,38,2013
CS5567,2013-04-21,84,2013
CS3117,2013-12-17,77,2013
CS4249,2013-06-15,35,2013
CS3334,2013-06-13,60,2013
CS2691,2013-06-21,48,2013
CS3571,2013-05-28,65,2013
CS6093,2013-02-25,74,2013
CS2914,2013-03-06,41,2013
CS5432,2013-06-11,51,2013
CS2784,2013-04-12,44,2013
CS1425,2013-04-01,36,2013
CS2832,2013-05-26,91,2013
CS4438,2013-02-26,63,2013
CS2743,2013-02-28,64,2013
CS4287,2013-09-28,91,2013
CS3833,2013-04-10,41,2013
CS2276,2013-03-28,100,2013
CS5513,2013-05-25,95,2013
CS2191,2013-08-10,60,2013
CS4905,2013-04-07,40,2013
CS2236,2013-01-19,36,2013
CS2545,2013-03-01,40,2013
CS4278,2013-08-20,62,2013
CS3990,2013-09-09,71,2013
CS1996,2013-02-13,91,2013
CS5434,2013-08-12,103,2013
CS1244,2013-08-21,81,2013
CS5783,2013-05-18,49,2013
CS4650,2013-05-09,67,2013
CS5710,2013-11-01,65,2013
CS3006,2013-07-22,76,2013
CS1851,2013-04-08,39,2013
CS1786,2013-06-24,52,2013
CS1819,2013-07-30,90,2013
CS3564,2013-04-24,76,2013
CS5976,2013-05-28,49,2013
CS2712,2013-07-04,78,2013
CS4837,2013-08-04,60,2013
CS4663,2013-01-15,38,2013
CS5941,2013-07-19,47,2013
CS5354,2013-05-29,47,2013
CS3436,2013-12-19,79,2013
CS2386,2013-12-27,96,2013
CS1848,2013-03-08,91,2013
CS3899,2013-03-21,69,2013
CS1256,2013-09-27,71,2013
CS1956,2013-05-25,72,2013
CS4389,2013-05-02,63,2013
CS4005,2013-07-12,55,2013
CS1273,2013-02-21,57,2013
CS5306,2013-03-30,49,2013
CS1736,2013-03-13,97,2013
CS5921,2013-05-07,84,2013
CS5603,2013-10-10,93,2013
CS1348,2013-01-11,41,2013
CS1755,2013-12-19,94,2013
CS1421,2013-11-26,98,2013
CS1914,2013-04-18,43,2013
CS1783,2013-10-17,75,2013
CS2747,2013-02-20,94,2013
CS4673,2013-09-09,62,2013
CS2906,2013-08-15,80,2013
CS1280,2013-07-09,104,2013
CS2909,2013-09-27,79,2013
CS2738,2013-08-09,41,2013
CS3614,2013-09-02,45,2013
CS5665,2013-07-04,58,2013
CS5543,2013-08-06,101,2013
CS5901,2013-12-03,71,2013
CS2754,2013-09-09,102,2013
CS4596,2013-10-05,38,2013
CS5609,2013-04-19,99,2013
CS3836,2013-05-14,70,2013
CS3588,2013-06-15,85,2013
CS4360,2013-03-16,104,2013
CS2459,2013-11-16,54,2013
CS2404,2013-08-18,85,2013
CS4988,2013-08-28,85,2013
CS2499,2013-02-18,54,2013
CS3730,2013-08-10,38,2013
CS6004,2013-04-04,80,2013
CS3045,2013-07-11,85,2013
CS1776,2013-12-09,93,2013
CS2772,2013-02-28,99,2013
CS2898,2013-06-01,87,2013
CS4333,2013-07-13,39,2013
CS4352,2013-04-16,103,2013
CS4081,2013-10-31,90,2013
CS5308,2013-07-23,37,2013
CS3775,2013-03-17,96,2013
CS3046,2013-11-20,78,2013
CS3034,2013-11-13,36,2013
CS3903,2013-08-25,99,2013
CS3645,2013-03-21,61,2013
CS3239,2013-12-11,67,2013
CS3615,2013-07-11,75,2013
CS4777,2013-10-22,40,2013
CS3347,2013-09-29,103,2013
CS5331,2013-06-03,98,2013
CS4860,2013-07-25,59,2013
CS4022,2013-05-29,66,2013
CS4572,2013-09-23,43,2013
CS1997,2013-01-11,57,2013
CS5921,2013-11-02,88,2013
CS4398,2013-04-25,98,2013
CS2801,2013-08-30,42,2013
CS5782,2013-11-07,85,2013
CS3970,2013-10-10,41,2013
CS3066,2013-07-08,80,2013
CS1283,2013-07-03,73,2013
CS4381,2013-06-24,72,2013
CS4209,2013-08-14,80,2013
CS5717,2013-05-11,77,2013
CS2302,2013-05-01,48,2013
CS5617,2013-12-10,66,2013
CS2661,2013-08-30,81,2013
CS5649,2013-12-30,39,2013
CS1676,2013-07-06,95,2013
CS4758,2013-04-23,62,2013
CS4460,2013-04-21,55,2013
CS1612,2013-04-21,66,2013
CS4621,2013-04-02,95,2013
CS6012,2013-12-22,43,2013
CS1984,2013-02-19,38,2013
CS5843,2013-08-11,104,2013
CS3950,2013-05-31,97,2013
CS5473,2013-07-28,49,2013
CS3418,2013-12-17,45,2013
CS5847,2013-03-05,38,2013
CS3192,2013-07-23,84,2013
CS1569,2013-03-10,102,2013
CS2600,2013-02-05,83,2013
CS4445,2013-08-05,90,2013
CS1330,2013-07-20,97,2013
CS1828,2013-05-08,53,2013
CS1275,2013-05-28,76,2013
CS3823,2013-10-22,47,2013
CS3930,2013-03-28,71,2013
CS1377,2013-12-21,98,2013
CS2108,2013-07-26,50,2013
CS5015,2013-12-16,86,2013
CS4598,2013-08-02,83,2013
CS1829,2013-06-12,57,2013
CS4182,2013-05-09,56,2013
CS1912,2013-12-10,81,2013
CS2489,2013-10-14,57,2013
CS2613,2013-04-13,77,2013
CS3014,2013-06-15,94,2013
CS5653,2013-10-21,58,2013
CS1817,2013-12-30,92,2013
CS5334,2013-12-20,38,2013
CS1246,2013-07-10,95,2013
CS3285,2013-08-19,81,2013
CS5082,2013-07-09,88,2013
CS5524,2013-11-27,90,2013
CS5867,2013-04-26,97,2013
CS1260,2013-03-14,35,2013
CS5183,2013-11-24,62,2013
CS1244,2013-06-24,65,2013
CS4829,2013-03-26,71,2013
CS5362,2013-06-28,104,2013
CS5193,2013-07-19,71,2013
CS2681,2013-07-07,52,2013
CS2496,2013-01-17,55,2013
CS1561,2013-07-03,75,2013
CS1179,2013-08-21,103,2013
CS5009,2013-09-30,47,2013
CS5216,2013-05-02,40,2013
CS4252,2013-05-27,100,2013
CS2352,2013-07-21,84,2013
CS5310,2013-01-12,104,2013
CS4582,2013-05-15,104,2013
CS1541,2013-06-06,41,2013
CS5569,2013-12-22,93,2013
CS3621,2013-06-15,35,2013
CS4317,2013-04-27,98,2013
CS6083,2013-08-31,75,2013
CS1719,2013-09-30,51,2013
CS3529,2013-04-23,38,2013
CS2383,2013-09-22,46,2013
CS5380,2013-04-12,104,2013
CS5767,2013-05-25,86,2013
CS4703,2013-06-08,93,2013
CS2269,2013-11-10,59,2013
CS5220,2013-07-18,94,2013
CS4649,2013-07-03,86,2013
CS1423,2013-02-16,43,2013
CS4588,2013-11-19,75,2013
CS3164,2013-01-14,64,2013
CS4571,2013-03-06,35,2013
CS3820,2013-09-18,35,2013
CS2085,2013-05-30,46,2013
CS5256,2013-02-12,56,2013
CS5605,2013-04-17,39,2013
CS5984,2013-05-25,102,2013
CS1644,2013-07-09,58,2013
CS5603,2013-01-10,87,2013
CS4355,2013-04-14,80,2013
CS4007,2013-01-16,42,2013
CS1927,2013-12-06,64,2013
CS3281,2013-06-01,69,2013
CS5285,2013-09-14,56,2013
CS3160,2013-07-19,63,2013
CS4752,2013-11-06,68,2013
CS2946,2013-06-25,83,2013
CS4549,2013-07-15,103,2013
CS1461,2013-02-15,96,2013
CS4417,2013-05-15,84,2013
CS2494,2013-04-03,56,2013
CS2772,2013-04-09,100,2013
CS4532,2013-03-04,99,2013
CS2030,2013-11-05,62,2013
CS2818,2013-09-02,57,2013
CS2852,2013-05-27,97,2013
CS4071,2013-08-19,95,2013
CS4932,2013-08-30,44,2013
CS5810,2013-07-08,64,2013
CS5965,2013-12-07,77,2013
CS3981,2013-01-17,76,2013
CS1620,2013-06-18,80,2013
CS5945,2013-08-29,90,2013
CS2483,2013-05-23,77,2013
CS4161,2013-03-10,80,2013
CS5163,2013-07-25,46,2013
CS1878,2013-11-07,73,2013
CS3699,2013-07-03,37,2013
CS3270,2013-05-20,38,2013
CS1788,2013-06-29,46,2013
CS2846,2013-06-16,86,2013
CS1609,2013-09-06,64,2013
CS1176,2013-04-25,90,2013
CS3227,2013-08-20,58,2013
CS4303,2013-06-27,63,2013
CS3155,2013-03-12,38,2013
CS4537,2013-06-29,63,2013
CS3911,2013-02-11,60,2013
CS4903,2013-11-01,60,2013
CS5755,2013-10-18,47,2013
CS4423,2013-02-09,37,2013
CS6103,2013-11-24,82,2013
CS3304,2013-09-05,70,2013
CS4401,2013-03-18,67,2013
CS3031,2013-09-27,81,2013
CS4560,2013-03-22,80,2013
CS2990,2013-08-10,75,2013
CS4207,2013-12-14,55,2013
CS4792,2013-05-31,100,2013
CS1585,2013-08-10,85,2013
CS2934,2013-01-04,80,2013
CS5923,2013-12-25,64,2013
CS2419,2013-07-29,53,2013
CS5502,2013-12-01,39,2013
CS2521,2013-05-12,100,2013
CS1720,2013-05-14,61,2013
CS3558,2013-01-20,47,2013
CS5035,2013-03-02,68,2013
CS5760,2013-07-26,40,2013
CS2934,2013-01-19,47,2013
CS1243,2013-07-21,59,2013
CS4639,2013-07-08,76,2013
CS4662,2013-09-07,40,2013
CS3715,2013-10-25,103,2013
CS4201,2013-05-17,48,2013
CS1251,2013-05-20,62,2013
CS1974,2013-07-26,47,2013
CS5162,2013-04-30,43,2013
CS1861,2013-02-04,45,2013
CS4829,2013-09-13,57,2013
CS1853,2013-05-13,61,2013
CS1959,2013-12-22,45,2013
CS5002,2013-12-21,88,2013
CS5385,2013-08-09,39,2013
CS2797,2013-11-05,63,2013
CS3631,2013-03-07,63,2013
CS2604,2013-03-01,50,2013
CS2620,2013-04-27,38,2013
CS2913,2013-04-03,82,2013
CS4908,2013-05-20,45,2013
CS3963,2013-06-15,66,2013
CS3715,2013-06-22,96,2013
CS3359,2013-05-26,70,2013
CS5643,2013-03-26,36,2013
CS4932,2013-12-03,78,2013
CS4375,2013-08-30,36,2013
CS6051,2013-12-06,85,2013
CS1575,2013-07-16,36,2013
CS2987,2013-12-14,42,2013
CS1330,2013-06-18,98,2013
CS5895,2013-02-24,93,2013
CS1643,2013-09-11,74,2013
CS4939,2013-03-29,65,2013
CS1741,2013-03-11,82,2013
CS5453,2013-12-27,82,2013
CS2464,2013-09-06,101,2013
CS3180,2013-05-07,94,2013
CS4420,2013-12-31,102,2013
CS1914,2013-05-23,37,2013
CS1896,2013-04-05,53,2013
CS2541,2013-01-30,67,2013
CS5123,2013-06-22,53,2013
CS1460,2013-06-01,38,2013
CS4797,2013-02-24,44,2013
CS1661,2013-09-29,71,2013
CS2403,2013-03-22,38,2013
CS1904,2013-04-18,56,2013
CS1557,2013-04-12,43,2013
CS5458,2013-06-16,85,2013
CS4429,2013-09-15,94,2013
CS1384,2013-05-17,85,2013
CS4369,2013-07-16,83,2013
CS3325,2013-07-05,76,2013
CS5566,2013-11-12,71,2013
CS5130,2013-08-27,73,2013
CS1235,2013-06-25,59,2013
CS2473,2013-07-08,82,2013
CS3254,2013-08-16,35,2013
CS4767,2013-10-07,102,2013
CS5470,2013-08-09,57,2013
CS2849,2013-04-05,83,2013
CS5155,2013-12-02,90,2013
CS3369,2013-08-12,84,2013
CS2892,2013-05-01,54,2013
CS5555,2013-12-15,81,2013
CS4135,2013-02-20,39,2013
CS2997,2013-04-22,57,2013
CS3152,2013-11-18,36,2013
CS4539,2013-07-03,62,2013
CS2351,2013-04-05,37,2013
CS6055,2013-04-06,40,2013
CS4678,2013-12-08,96,2013
CS1508,2013-07-14,35,2013
CS3461,2013-11-17,45,2013
CS1935,2013-11-11,95,2013
CS2466,2013-03-19,104,2013
CS4649,2013-12-30,42,2013
CS3043,2013-11-29,60,2013
CS5503,2013-07-04,50,2013
CS1756,2013-01-13,59,2013
CS3141,2013-12-18,37,2013
CS1687,2013-12-29,55,2013
CS1512,2013-03-12,37,2013
CS5402,2013-09-21,76,2013
CS2605,2013-11-02,61,2013
CS4444,2013-03-31,50,2013
CS3876,2013-08-28,88,2013
CS5534,2013-10-25,103,2013
CS5413,2013-01-29,76,2013
CS2153,2013-09-15,78,2013
CS2751,2013-12-01,66,2013
CS2117,2013-06-06,68,2013
CS1914,2013-04-16,43,2013
CS1132,2013-04-17,103,2013
CS1930,2013-11-27,55,2013
CS1369,2013-04-17,59,2013
CS1435,2013-12-23,81,2013
CS5776,2013-04-05,38,2013
CS2298,2013-01-13,57,2013
CS4029,2013-10-02,105,2013
CS1407,2013-03-04,73,2013
CS5562,2013-08-24,102,2013
CS1557,2013-03-26,71,2013
CS2522,2013-11-17,38,2013
CS2785,2013-08-22,101,2013
CS5532,2013-06-20,76,2013
CS5376,2013-06-05,49,2013
CS5654,2013-01-10,86,2013
CS2675,2013-08-08,91,2013
CS1144,2013-05-30,91,2013
CS3439,2013-07-07,98,2013
CS3232,2013-05-02,87,2013
CS1190,2013-02-24,76,2013
CS3452,2013-12-20,73,2013
CS4214,2013-09-30,79,2013
CS2017,2013-02-18,44,2013
CS1607,2013-10-26,95,2013
CS5729,2013-03-17,75,2013
CS5115,2013-03-14,62,2013
CS4231,2013-02-17,72,2013
CS2673,2013-05-19,104,2013
CS3502,2013-12-31,66,2013
CS2548,2013-12-10,49,2013
CS4346,2013-01-09,51,2013
CS5063,2013-09-11,48,2013
CS2592,2013-03-04,37,2013
CS5720,2013-05-08,64,2013
CS4812,2013-12-26,52,2013
CS3214,2013-12-01,83,2013
CS5773,2013-06-06,44,2013
CS4077,2013-11-12,75,2013
CS3287,2013-07-16,86,2013
CS1993,2013-07-25,37,2013
CS1776,2013-09-08,97,2013
CS5279,2013-08-03,77,2013
CS1367,2013-05-19,97,2013
CS3427,2013-06-19,62,2013
CS2560,2013-05-21,93,2013
CS1764,2013-08-28,93,2013
CS5939,2013-06-18,70,2013
CS3759,2013-05-08,99,2013
CS3624,2013-10-05,79,2013
CS4670,2013-08-14,42,2013
CS2271,2013-08-26,40,2013
CS5518,2013-09-18,53,2013
CS5867,2013-08-30,100,2013
CS3288,2013-01-26,92,2013
CS1525,2013-10-27,93,2013
CS2373,2013-11-11,63,2013
CS3516,2013-12-20,85,2013
CS4623,2013-12-02,83,2013
CS3144,2013-10-23,91,2013
CS3711,2013-11-18,83,2013
CS4421,2013-02-09,36,2013
CS2276,2013-10-23,79,2013
CS5964,2013-01-20,94,2013
CS1805,2013-08-19,83,2013
CS5049,2013-10-24,59,2013
CS6095,2013-04-29,99,2013
CS4593,2013-08-22,48,2013
CS2631,2013-08-24,87,2013
CS4320,2013-06-19,78,2013
CS1449,2013-07-02,71,2013
CS1415,2013-04-28,105,2013
CS4074,2013-05-25,60,2013
CS5382,2013-04-12,71,2013
CS4130,2013-01-17,83,2013
CS4323,2013-07-04,44,2013
CS5991,2013-07-31,89,2013
CS2741,2013-04-26,76,2013
CS2346,2013-06-30,53,2013
CS3693,2013-08-18,105,2013
CS4390,2013-10-10,77,2013
CS4184,2013-03-06,103,2013
CS1271,2013-09-24,80,2013
CS1114,2013-12-29,105,2013
CS3673,2013-04-27,102,2013
CS2688,2013-01-26,62,2013
CS3494,2013-09-01,98,2013
CS4921,2013-02-26,82,2013
CS4841,2013-03-13,101,2013
CS3587,2013-04-23,42,2013
CS4875,2013-02-12,82,2013
CS4368,2013-03-25,43,2013
CS3665,2013-05-29,43,2013
CS2139,2013-06-25,64,2013
CS5130,2013-11-03,49,2013
CS3331,2013-01-29,35,2013
CS3525,2013-08-28,70,2013
CS4414,2013-05-19,98,2013
CS5087,2013-11-25,58,2013
CS4139,2013-02-03,60,2013
CS3654,2013-11-19,97,2013
CS1659,2013-08-18,70,2013
CS5892,2013-05-13,63,2013
