customer_id,trans_date,tran_amount,year
CS2522,2014-10-06,85,2014
CS5034,2014-06-01,39,2014
CS3011,2014-12-14,83,2014
CS5757,2014-02-08,56,2014
CS1545,2014-09-16,55,2014
CS4960,2014-02-16,77,2014
CS1453,2014-03-23,45,2014
CS5348,2014-12-06,64,2014
CS5400,2014-05-07,75,2014
CS1882,2014-09-23,104,2014
CS3181,2014-04-27,62,2014
CS1296,2014-01-14,61,2014
CS4864,2014-01-06,73,2014
CS4569,2014-07-03,76,2014
CS2419,2014-07-06,95,2014
CS5152,2014-03-30,53,2014
CS2252,2014-09-23,95,2014
CS5971,2014-01-15,94,2014
CS4490,2014-09-12,37,2014
CS3379,2014-10-07,101,2014
CS3791,2014-07-03,49,2014
CS6011,2014-02-21,55,2014
CS3011,2014-02-03,65,2014
CS1654,2014-12-16,85,2014
CS3530,2014-04-20,40,2014
CS4627,2014-06-22,50,2014
CS5038,2014-11-15,75,2014
CS5109,2014-08-01,91,2014
CS3838,2014-08-21,42,2014
CS5534,2014-07-20,40,2014
CS4723,2014-01-01,88,2014
CS3353,2014-12-04,94,2014
CS3789,2014-02-13,102,2014
CS4141,2014-02-04,88,2014
CS5227,2014-01-13,49,2014
CS3864,2014-08-03,78,2014
CS4674,2014-12-19,75,2014
CS4904,2014-06-15,60,2014
CS4310,2014-09-29,61,2014
CS1398,2014-08-02,56,2014
CS5930,2014-04-15,35,2014
CS1743,2014-04-12,73,2014
CS5345,2014-10-07,84,2014
CS4853,2014-02-12,45,2014
CS4654,2014-04-30,83,2014
CS4355,2014-09-30,77,2014
CS4363,2014-10-09,102,2014
CS3317,2014-02-15,41,2014
CS3076,2014-05-23,69,2014
CS2540,2014-08-28,87,2014
CS1791,2014-06-04,78,2014
CS2329,2014-02-11,67,2014
CS6025,2014-02-20,77,2014
CS1433,2014-12-20,99,2014
CS4924,2014-08-03,56,2014
CS4136,2014-01-07,79,2014
CS2962,2014-10-25,71,2014
CS1839,2014-02-06,52,2014
CS3758,2014-04-02,55,2014
CS2376,2014-05-21,58,2014
CS5043,2014-03-22,85,2014
CS5370,2014-10-03,61,2014
CS2269,2014-09-24,53,2014
CS4491,2014-03-09,57,2014
CS6085,2014-09-12,87,2014
CS3404,2014-09-21,84,2014
CS2618,2014-08-10,90,2014
CS4026,2014-12-27,91,2014
CS5420,2014-05-15,43,2014
CS5065,2014-01-02,79,2014
CS2502,2014-03-04,91,2014
CS1862,2014-07-16,60,2014
CS1194,2014-03-24,52,2014
CS2119,2014-12-09,104,2014
CS5983,2014-09-03,38,2014
CS2512,2014-06-07,88,2014
CS2531,2014-03-08,46,2014
CS3100,2014-05-09,87,2014
CS3332,2014-12-30,81,2014
CS1590,2014-09-07,63,2014
CS3819,2014-06-18,36,2014
CS3568,2014-03-28,83,2014
CS1201,2014-01-20,98,2014
CS6092,2014-01-27,45,2014
CS2652,2014-08-25,81,2014
CS3911,2014-07-29,49,2014
CS4371,2014-01-25,62,2014
CS3165,2014-03-20,62,2014
CS4975,2014-11-06,53,2014
CS4368,2014-07-19,40,2014
CS5532,2014-12-27,45,2014
CS3355,2014-04-24,43,2014
CS4103,2014-06-19,98,2014
CS5464,2014-11-07,58,2014
CS4023,2014-02-01,83,2014
CS3826,2014-03-29,98,2014
CS1527,2014-10-15,104,2014
CS1442,2014-04-20,89,2014
CS3572,2014-01-17,63,2014
CS1865,2014-12-02,93,2014
CS1752,2014-05-25,68,2014
CS1634,2014-08-15,103,2014
CS1629,2014-09-24,53,2014
CS2255,2014-04-24,83,2014
CS1708,2014-08-28,95,2014
CS2013,2014-11-20,54,2014
CS4938,2014-05-09,86,2014
CS3408,2014-07-23,35,2014
CS5522,2014-10-05,82,2014
CS3807,2014-01-02,41,2014
CS5909,2014-04-23,44,2014
CS2551,2014-06-18,80,2014
CS4807,2014-12-22,61,2014
CS2065,2014-05-13,38,2014
CS1803,2014-05-18,87,2014
CS4706,2014-07-31,78,2014
CS2474,2014-08-22,83,2014
CS4630,2014-07-26,68,2014
CS2736,2014-11-13,73,2014
CS5000,2014-12-25,69,2014
CS4498,2014-10-12,46,2014
CS1463,2014-11-08,68,2014
CS2546,2014-05-21,65,2014
CS5751,2014-04-03,75,2014
CS4564,2014-05-13,56,2014
CS1357,2014-06-21,57,2014
CS4193,2014-08-18,59,2014
CS1145,2014-07-08,88,2014
CS2787,2014-03-11,63,2014
CS3114,2014-07-01,36,2014
CS4982,2014-02-23,75,2014
CS5374,2014-12-13,59,2014
CS2243,2014-08-12,76,2014
CS1639,2014-04-24,75,2014
CS1914,2014-06-13,88,2014
CS4181,2014-01-31,79,2014
CS4158,2014-10-14,96,2014
CS2399,2014-09-03,41,2014
CS3812,2014-01-01,50,2014
CS3442,2014-06-17,50,2014
CS5711,2014-06-25,63,2014
CS1338,2014-05-02,89,2014
CS4563,2014-09-28,62,2014
CS3059,2014-06-07,45,2014
CS3084,2014-05-19,86,2014
CS2207,2014-06-26,81,2014
CS5894,2014-01-29,100,2014
CS4198,2014-06-15,61,2014
CS1356,2014-12-26,66,2014
CS6056,2014-02-25,78,2014
CS4972,2014-04-10,45,2014
CS1238,2014-07-17,65,2014
CS1708,2014-08-05,95,2014
CS1286,2014-06-21,76,2014
CS1292,2014-03-16,84,2014
CS5277,2014-08-30,37,2014
CS1855,2014-02-10,85,2014
CS4161,2014-09-09,73,2014
CS5708,2014-04-08,64,2014
CS6091,2014-01-16,48,2014
CS4179,2014-12-19,92,2014
CS3341,2014-05-17,75,2014
CS2741,2014-12-17,54,2014
CS2375,2014-06-03,39,2014
CS2432,2014-04-21,58,2014
CS2556,2014-01-20,38,2014
CS4613,2014-12-03,62,2014
CS1508,2014-11-10,102,2014
CS2186,2014-11-07,59,2014
CS2707,2014-10-22,67,2014
CS3161,2014-07-29,74,2014
CS5104,2014-08-18,60,2014
CS3637,2014-02-11,54,2014
CS1544,2014-12-24,49,2014
CS5783,2014-07-04,91,2014
CS2872,2014-12-24,84,2014
CS2889,2014-05-13,84,2014
CS2610,2014-05-14,104,2014
CS1986,2014-04-01,100,2014
CS4722,2014-04-08,101,2014
CS1964,2014-12-27,37,2014
CS3657,2014-08-19,41,2014
CS4199,2014-10-15,46,2014
CS3675,2014-09-09,65,2014
CS3561,2014-12-26,71,2014
CS5616,2014-05-25,36,2014
CS4603,2014-08-14,41,2014
CS5154,2014-01-20,48,2014
CS3374,2014-08-26,50,2014
CS4676,2014-06-12,61,2014
CS1602,2014-01-31,36,2014
CS1358,2014-11-28,39,2014
CS2992,2014-08-17,50,2014
CS4566,2014-09-15,98,2014
CS1513,2014-09-27,70,2014
CS2602,2014-02-27,70,2014
CS5369,2014-12-25,89,2014
CS2414,2014-02-21,103,2014
CS3338,2014-01-24,58,2014
CS2043,2014-01-05,93,2014
CS5150,2014-09-13,86,2014
CS5627,2014-06-13,35,2014
CS4665,2014-06-27,61,2014
CS1160,2014-10-29,39,2014
CS4967,2014-09-01,49,2014
CS5755,2014-07-06,51,2014
CS3258,2014-10-30,84,2014
CS2998,2014-08-01,89,2014
CS5661,2014-05-01,41,2014
CS2777,2014-06-04,71,2014
CS2912,2014-03-13,40,2014
CS5407,2014-10-26,42,2014
CS1200,2014-03-01,82,2014
CS2714,2014-12-21,53,2014
CS4415,2014-01-26,36,2014
CS4521,2014-07-24,99,2014
CS3356,2014-09-29,56,2014
CS4656,2014-06-20,51,2014
CS3214,2014-02-14,69,2014
CS6000,2014-09-15,75,2014
CS5782,2014-04-24,50,2014
CS2292,2014-11-03,64,2014
CS3244,2014-08-08,102,2014
CS4955,2014-08-29,62,2014
CS5820,2014-02-03,37,2014
CS3055,2014-09-22,76,2014
CS2417,2014-02-20,64,2014
CS4798,2014-07-04,94,2014
CS1766,2014-03-09,37,2014
CS5330,2014-02-04,39,2014
CS2495,2014-11-09,39,2014
CS4210,2014-07-06,47,2014
CS2513,2014-01-03,65,2014
CS3760,2014-04-29,65,2014
CS4876,2014-03-04,84,2014
CS3161,2014-04-30,45,2014
CS5990,2014-09-30,100,2014
CS2189,2014-04-06,47,2014
CS2249,2014-09-24,51,2014
CS1560,2014-01-01,83,2014
CS5251,2014-01-26,44,2014
CS2746,2014-02-17,48,2014
CS4727,2014-11-19,64,2014
CS4008,2014-10-13,92,2014
CS5248,2014-12-11,77,2014
CS5420,2014-02-12,53,2014
CS5029,2014-11-24,38,2014
CS4773,2014-01-30,86,2014
CS4491,2014-08-16,104,2014
CS1250,2014-06-13,78,2014
CS2430,2014-03-16,53,2014
CS4209,2014-06-03,81,2014
CS5974,2014-12-02,72,2014
CS2622,2014-07-29,79,2014
CS4725,2014-09-08,39,2014
CS3715,2014-02-04,47,2014
CS1803,2014-07-27,86,2014
CS1183,2014-01-31,67,2014
CS2127,2014-11-08,102,2014
CS1787,2014-06-13,100,2014
CS3037,2014-11-20,81,2014
CS2078,2014-02-15,102,2014
CS3529,2014-10-19,50,2014
CS3393,2014-08-25,44,2014
CS5310,2014-05-27,56,2014
CS5291,2014-04-03,40,2014
CS3691,2014-04-02,76,2014
CS5672,2014-01-05,77,2014
CS4475,2014-02-08,54,2014
CS2342,2014-05-15,62,2014
CS5237,2014-08-29,57,2014
CS1665,2014-06-14,86,2014
CS3438,2014-08-28,73,2014
CS4576,2014-09-29,103,2014
CS3376,2014-09-12,41,2014
CS3984,2014-03-17,51,2014
CS5732,2014-10-12,48,2014
CS4496,2014-06-21,47,2014
CS3239,2014-01-20,46,2014
CS6021,2014-06-25,36,2014
CS5060,2014-02-23,83,2014
CS6054,2014-06-04,88,2014
CS2514,2014-02-07,94,2014
CS3013,2014-07-07,76,2014
CS4551,2014-11-09,65,2014
CS5146,2014-01-13,54,2014
CS4758,2014-01-18,79,2014
CS5945,2014-12-06,88,2014
CS4216,2014-05-20,81,2014
CS4971,2014-08-02,56,2014
CS1299,2014-07-01,80,2014
CS3839,2014-04-08,90,2014
CS3865,2014-01-19,98,2014
CS2983,2014-09-10,36,2014
CS3203,2014-11-26,87,2014
CS3235,2014-09-21,55,2014
CS1324,2014-08-19,40,2014
CS1594,2014-12-25,99,2014
CS4271,2014-09-23,50,2014
CS1418,2014-07-26,90,2014
CS1599,2014-04-17,36,2014
CS2544,2014-03-26,83,2014
CS3548,2014-08-11,55,2014
CS6097,2014-05-03,37,2014
CS3394,2014-04-09,105,2014
CS2146,2014-03-06,54,2014
CS2138,2014-11-07,68,2014
CS3420,2014-10-13,76,2014
CS3400,2014-02-15,48,2014
CS1564,2014-12-21,77,2014
CS3207,2014-04-03,59,2014
CS3264,2014-05-04,97,2014
CS3363,2014-08-01,85,2014
CS2038,2014-11-06,52,2014
CS4944,2014-08-24,104,2014
CS2163,2014-02-01,40,2014
CS5257,2014-08-08,47,2014
CS2600,2014-07-26,48,2014
CS3283,2014-09-10,40,2014
CS2300,2014-02-26,46,2014
CS6046,2014-11-03,65,2014
CS3133,2014-04-03,42,2014
CS3324,2014-06-26,85,2014
CS2536,2014-03-17,95,2014
CS3000,2014-08-14,41,2014
CS5401,2014-01-04,75,2014
CS2469,2014-12-29,70,2014
CS3703,2014-09-08,70,2014
CS4738,2014-07-13,41,2014
CS3675,2014-11-20,82,2014
CS3381,2014-09-13,56,2014
CS3213,2014-04-08,62,2014
CS1178,2014-02-18,47,2014
CS1288,2014-07-01,50,2014
CS1424,2014-06-07,49,2014
CS3702,2014-02-03,58,2014
CS3990,2014-12-03,65,2014
CS1261,2014-12-19,40,2014
CS1735,2014-04-23,40,2014
CS1795,2014-08-30,54,2014
CS3020,2014-01-21,49,2014
CS2442,2014-12-05,75,2014
CS2954,2014-02-08,86,2014
CS2378,2014-02-01,102,2014
CS2118,2014-05-22,69,2014
CS4382,2014-08-31,41,2014
CS3161,2014-07-30,56,2014
CS2725,2014-07-16,50,2014
CS5278,2014-12-08,81,2014
CS4966,2014-08-07,40,2014
CS1879,2014-12-25,90,2014
CS4193,2014-08-01,74,2014
CS1712,2014-06-12,82,2014
CS3980,2014-03-30,57,2014
CS5669,2014-03-11,71,2014
CS2886,2014-04-01,69,2014
CS4957,2014-08-31,40,2014
CS4563,2014-03-21,92,2014
CS2154,2014-09-08,71,2014
CS5898,2014-06-14,56,2014
CS3707,2014-01-29,36,2014
CS3367,2014-11-17,66,2014
CS2220,2014-10-15,56,2014
CS5437,2014-12-24,55,2014
CS4109,2014-09-27,46,2014
CS1780,2014-09-30,81,2014
CS5988,2014-09-07,55,2014
CS3052,2014-11-15,80,2014
CS2961,2014-02-07,104,2014
CS3260,2014-02-17,103,2014
CS5552,2014-01-28,41,2014
CS1943,2014-01-14,101,2014
CS3356,2014-02-27,96,2014
CS4739,2014-11-22,41,2014
CS4355,2014-01-22,60,2014
CS5741,2014-09-04,95,2014
CS4625,2014-07-14,70,2014
CS2975,2014-08-10,51,2014
CS4812,2014-11-22,101,2014
CS4953,2014-02-28,90,2014
CS2363,2014-01-27,43,2014
CS3789,2014-04-13,64,2014
CS2996,2014-11-28,41,2014
CS4050,2014-11-17,40,2014
CS1208,2014-05-11,90,2014
CS1588,2014-06-15,70,2014
CS3883,2014-11-12,62,2014
CS4484,2014-07-03,78,2014
CS3517,2014-09-12,77,2014
CS5359,2014-11-08,88,2014
CS2934,2014-10-19,58,2014
CS2699,2014-07-10,60,2014
CS1825,2014-07-10,82,2014
CS4416,2014-06-14,77,2014
CS5361,2014-09-10,83,2014
CS4869,2014-12-22,76,2014
CS2824,2014-10-17,94,2014
CS3081,2014-10-21,85,2014
CS3170,2014-07-10,44,2014
CS4708,2014-11-28,87,2014
CS3592,2014-07-17,48,2014
CS3927,2014-04-29,84,2014
CS5359,2014-01-23,96,2014
CS2234,2014-07-05,89,2014
CS5807,2014-02-19,95,2014
CS2529,2014-09-26,71,2014
CS5067,2014-08-11,68,2014
CS5347,2014-02-21,58,2014
CS4376,2014-10-16,55,2014
CS3406,2014-07-22,38,2014
CS1568,2014-11-25,78,2014
CS1216,2014-08-04,79,2014
CS1708,2014-08-16,72,2014
CS1959,2014-11-15,60,2014
CS4640,2014-10-05,94,2014
CS2574,2014-10-31,61,2014
CS5586,2014-01-05,48,2014
CS2175,2014-06-25,47,2014
CS3003,2014-01-02,62,2014
CS2599,2014-03-08,36,2014
CS2822,2014-03-09,43,2014
CS1429,2014-11-04,94,2014
CS4484,2014-04-01,95,2014
CS1991,2014-08-31,54,2014
CS3697,2014-09-23,45,2014
CS5018,2014-08-21,96,2014
CS5862,2014-10-18,83,2014
CS2705,2014-01-21,103,2014
CS5835,2014-12-23,92,2014
CS3274,2014-12-17,79,2014
CS5362,2014-10-18,89,2014
CS4360,2014-08-10,69,2014
CS5973,2014-06-19,55,2014
CS2522,2014-04-30,95,2014
CS2944,2014-07-07,100,2014
CS2992,2014-09-28,40,2014
CS4213,2014-04-21,51,2014
CS3914,2014-03-13,97,2014
CS3600,2014-05-12,66,2014
CS4277,2014-03-30,61,2014
CS5750,2014-07-13,64,2014
CS5560,2014-03-29,72,2014
CS1463,2014-01-09,57,2014
CS5968,2014-04-28,93,2014
CS1391,2014-05-15,48,2014
CS5070,2014-09-14,80,2014
CS4844,2014-05-25,72,2014
CS5990,2014-10-19,89,2014
CS5057,2014-04-10,105,2014
CS2180,2014-04-07,69,2014
CS3384,2014-07-25,83,2014
CS3808,2014-12-08,92,2014
CS2729,2014-09-19,72,2014
CS4871,2014-03-03,80,2014
CS5276,2014-09-02,62,2014
CS4304,2014-04-03,94,2014
CS5240,2014-11-01,104,2014
CS2881,2014-05-06,94,2014
CS5461,2014-05-01,73,2014
CS4294,2014-11-20,50,2014
CS2054,2014-08-31,89,2014
CS3651,2014-05-19,74,2014
CS1759,2014-06-16,93,2014
CS5388,2014-08-20,89,2014
CS5118,2014-10-03,72,2014
CS3521,2014-03-09,61,2014
CS5040,2014-04-16,48,2014
CS3170,2014-10-02,73,2014
CS3789,2014-06-07,38,2014
CS3078,2014-09-11,40,2014
CS3699,2014-03-01,97,2014
CS4861,2014-12-26,54,2014
CS3176,2014-06-15,35,2014
CS5140,2014-12-22,74,2014
CS2688,2014-02-06,95,2014
CS1880,2014-09-24,49,2014
CS3603,2014-09-03,41,2014
CS2690,2014-04-03,93,2014
CS3591,2014-12-05,49,2014
CS4511,2014-07-27,64,2014
CS3713,2014-12-10,72,2014
CS2529,2014-03-29,91,2014
CS5255,2014-01-07,57,2014
CS5855,2014-08-13,42,2014
CS3536,2014-03-15,92,2014
CS2613,2014-01-02,41,2014
CS1675,2014-09-28,79,2014
CS6046,2014-06-30,45,2014
CS4844,2014-10-18,55,2014
CS3583,2014-10-05,74,2014
CS2130,2014-09-26,64,2014
CS2202,2014-01-18,44,2014
CS3033,2014-08-23,43,2014
CS5246,2014-01-23,90,2014
CS5733,2014-05-29,94,2014
CS1957,2014-07-23,85,2014
CS3839,2014-02-12,48,2014
CS2842,2014-11-16,87,2014
CS2823,2014-09-28,90,2014
CS4352,2014-04-11,93,2014
CS2914,2014-12-18,63,2014
CS1545,2014-02-04,66,2014
CS1990,2014-05-01,92,2014
CS2688,2014-02-13,57,2014
CS3165,2014-11-21,101,2014
CS1164,2014-04-02,84,2014
CS4930,2014-10-17,41,2014
CS1904,2014-09-20,49,2014
CS1883,2014-05-21,95,2014
CS3013,2014-05-29,49,2014
CS3605,2014-05-24,62,2014
CS2394,2014-09-02,67,2014
CS1457,2014-03-12,90,2014
CS1273,2014-03-07,65,2014
CS2624,2014-02-19,104,2014
CS3663,2014-01-17,38,2014
CS3904,2014-06-16,42,2014
CS1246,2014-05-25,92,2014
CS6025,2014-08-16,101,2014
CS5140,2014-05-05,63,2014
CS3031,2014-01-08,46,2014
CS5353,2014-06-24,35,2014
CS2843,2014-07-05,72,2014
CS1794,2014-04-02,103,2014
CS4726,2014-05-27,85,2014
CS2327,2014-02-09,65,2014
CS2035,2014-06-13,104,2014
CS5044,2014-10-29,99,2014
CS5420,2014-06-11,55,2014
CS1893,2014-07-21,86,2014
CS5300,2014-05-29,93,2014
CS3528,2014-01-31,44,2014
CS4310,2014-10-06,56,2014
CS4450,2014-08-25,85,2014
CS2830,2014-11-23,40,2014
CS2197,2014-11-19,67,2014
CS6022,2014-09-21,90,2014
CS2119,2014-10-14,87,2014
CS4749,2014-09-16,40,2014
CS2002,2014-05-28,69,2014
CS3876,2014-12-05,87,2014
CS4606,2014-03-27,48,2014
CS5697,2014-10-26,69,2014
CS5449,2014-10-16,101,2014
CS4678,2014-10-18,47,2014
CS1878,2014-07-26,60,2014
CS3188,2014-01-23,77,2014
CS1312,2014-11-11,89,2014
CS1301,2014-05-22,70,2014
CS2698,2014-01-08,45,2014
CS2809,2014-01-18,100,2014
CS4228,2014-10-19,77,2014
CS3417,2014-12-01,93,2014
CS4837,2014-06-30,45,2014
CS5908,2014-04-21,47,2014
CS4609,2014-01-22,96,2014
CS1506,2014-09-03,35,2014
CS2040,2014-12-06,88,2014
CS2004,2014-11-13,62,2014
CS3775,2014-06-05,56,2014
CS4705,2014-06-16,97,2014
CS1376,2014-12-26,87,2014
CS5589,2014-02-08,40,2014
CS3290,2014-11-19,84,2014
CS5427,2014-10-23,103,2014
CS2142,2014-05-25,43,2014
CS1834,2014-01-05,38,2014
CS5041,2014-12-04,46,2014
CS6039,2014-01-12,38,2014
CS5413,2014-01-18,93,2014
CS5051,2014-05-16,61,2014
CS2837,2014-11-21,57,2014
CS1174,2014-03-31,69,2014
CS1178,2014-06-03,98,2014
CS5528,2014-04-01,56,2014
CS4979,2014-09-07,68,2014
CS2979,2014-10-23,36,2014
CS4471,2014-08-18,101,2014
CS2845,2014-07-31,64,2014
CS1857,2014-01-06,104,2014
CS3866,2014-11-02,96,2014
CS3535,2014-12-19,73,2014
CS4482,2014-03-29,105,2014
CS2007,2014-04-25,49,2014
CS1158,2014-12-04,52,2014
CS2400,2014-06-27,74,2014
CS1969,2014-01-18,100,2014
CS5984,2014-06-02,57,2014
CS2878,2014-08-29,64,2014
CS1235,2014-06-26,37,2014
CS1366,2014-12-28,71,2014
CS2059,2014-07-13,83,2014
CS2437,2014-03-11,50,2014
CS5678,2014-04-27,96,2014
CS5812,2014-12-04,41,2014
CS5703,2014-10-12,38,2014
CS2046,2014-07-19,73,2014
CS5595,2014-02-04,79,2014
CS1470,2014-05-25,35,2014
CS3347,2014-06-21,81,2014
CS2754,2014-09-21,104,2014
CS1937,2014-11-29,79,2014
CS5527,2014-03-08,39,2014
CS1240,2014-06-13,74,2014
CS5176,2014-02-06,36,2014
CS4463,2014-09-09,92,2014
CS3251,2014-05-14,51,2014
CS4285,2014-01-25,78,2014
CS3578,2014-06-06,90,2014
CS4254,2014-07-29,47,2014
CS3889,2014-09-25,54,2014
CS2835,2014-05-09,65,2014
CS5970,2014-09-07,88,2014
CS2377,2014-10-24,52,2014
CS3083,2014-04-16,94,2014
CS3373,2014-12-10,47,2014
CS3754,2014-05-12,98,2014
CS2482,2014-01-27,47,2014
CS1736,2014-08-21,81,2014
CS4853,2014-12-26,105,2014
CS4149,2014-08-09,81,2014
CS4161,2014-07-09,104,2014
CS4901,2014-01-23,56,2014
CS2822,2014-01-22,78,2014
CS5608,2014-06-14,62,2014
CS4114,2014-05-30,41,2014
CS3232,2014-02-13,42,2014
CS2493,2014-03-17,49,2014
CS2860,2014-06-12,78,2014
CS5797,2014-11-26,81,2014
CS3678,2014-04-23,58,2014
CS4887,2014-08-26,59,2014
CS5255,2014-03-22,73,2014
CS1140,2014-04-01,36,2014
CS4659,2014-07-11,39,2014
CS1729,2014-09-02,54,2014
CS4364,2014-12-28,69,2014
CS2945,2014-09-06,79,2014
CS1878,2014-03-13,45,2014
CS1654,2014-05-05,69,2014
CS1930,2014-02-12,46,2014
CS4341,2014-03-14,50,2014
CS4967,2014-06-13,55,2014
CS4045,2014-11-12,56,2014
CS2700,2014-08-18,40,2014
CS2141,2014-12-15,89,2014
CS6023,2014-08-31,83,2014
CS3270,2014-08-20,38,2014
CS5362,2014-08-04,48,2014
CS5404,2014-02-03,70,2014
CS4097,2014-12-19,48,2014
CS2982,2014-09-30,57,2014
CS1755,2014-04-15,46,2014
CS2278,2014-08-19,83,2014
CS2514,2014-10-12,100,2014
CS2258,2014-10-02,75,2014
CS4698,2014-09-30,38,2014
CS2569,2014-03-22,75,2014
CS2350,2014-04-11,40,2014
